TCRD ID	TDL	Description	Ligand ID	Drug ID
13919	Tchem	Retinoblastoma-binding protein 5	15668	
14784	Tchem	Retinoid-inducible serine carboxypeptidase	17763	
14800	Tchem	Retinol-binding protein 4	6219	
7104	Tchem	Rho GDP-dissociation inhibitor 1	5191	
14510	Tchem	Rho-related GTP-binding protein RhoB	9806	
3861	Tchem	Rhodopsin kinase	18492	
14737	Tchem	Rhodopsin kinase	18492	
14787	Tchem	Rhombotin-2	9680	9680
14923	Tchem	Ribonuclease H1	18218	
15116	Tchem	Ribonuclease pancreatic	19480	
10061	Tchem	Ribosomal protein S6 kinase alpha-1	14997	
10443	Tchem	Ribosomal protein S6 kinase alpha-2	15912	
10444	Tchem	Ribosomal protein S6 kinase alpha-3	6720	
10062	Tchem	Ribosomal protein S6 kinase alpha-4	10870	
10063	Tchem	Ribosomal protein S6 kinase alpha-5	10411	
10129	Tchem	Ribosomal protein S6 kinase alpha-6	1109	
10064	Tchem	Ribosomal protein S6 kinase beta-1	11304	
12398	Tchem	Ribosyldihydronicotinamide dehydrogenase [quinone]	17838	
431	Tchem	RNA demethylase ALKBH5	9717	
5567	Tchem	S-adenosylmethionine decarboxylase proenzyme	3062	
11230	Tchem	S-methyl-5'-thioadenosine phosphorylase	19086	
1459	Tchem	S-methylmethionine--homocysteine S-methyltransferase BHMT2	11070	
1430	Tchem	Sarcoplasmic/endoplasmic reticulum calcium ATPase 1	11847	
15849	Tchem	Scavenger receptor class B member 1	3271	
14244	Tchem	Secreted frizzled-related protein 1	14100	
12812	Tchem	Secretory phospholipase A2 receptor	19849	
3414	Tchem	Segment polarity protein dishevelled homolog DVL-1	10704	
6067	Tchem	Segment polarity protein dishevelled homolog DVL-3	11903	
15645	Tchem	Sentrin-specific protease 6	14854	
15824	Tchem	Sentrin-specific protease 7	17467	17467
15825	Tchem	Sentrin-specific protease 8	19190	
16573	Tchem	Serine palmitoyltransferase 1	9457	
16278	Tchem	Serine palmitoyltransferase 2	9440	
7498	Tchem	Serine protease hepsin	1183	
1379	Tchem	Serine-protein kinase ATM	17767	
16311	Tchem	Serine/threonine-protein kinase 10	4972	
16036	Tchem	Serine/threonine-protein kinase 16	13460	
16299	Tchem	Serine/threonine-protein kinase 17A	18836	
16300	Tchem	Serine/threonine-protein kinase 17B	1674	
16312	Tchem	Serine/threonine-protein kinase 24	875	
16546	Tchem	Serine/threonine-protein kinase 25	15678	
16547	Tchem	Serine/threonine-protein kinase 26	16208	
16492	Tchem	Serine/threonine-protein kinase 3	19240	
16021	Tchem	Serine/threonine-protein kinase 32A	17548	
16595	Tchem	Serine/threonine-protein kinase 32B	498	
16490	Tchem	Serine/threonine-protein kinase 33	4150	
16428	Tchem	Serine/threonine-protein kinase 35	15836	
16456	Tchem	Serine/threonine-protein kinase 38-like	17453	
16550	Tchem	Serine/threonine-protein kinase 4	19907	
1055	Tchem	Serine/threonine-protein kinase A-Raf	10415	10415
1466	Tchem	Serine/threonine-protein kinase ATR	2567	
2080	Tchem	Serine/threonine-protein kinase BRSK1	15521	
1914	Tchem	Serine/threonine-protein kinase BRSK2	6289	
2784	Tchem	Serine/threonine-protein kinase Chk1	13052	
4434	Tchem	Serine/threonine-protein kinase Chk2	11961	
9929	Tchem	Serine/threonine-protein kinase D1	16432	
10206	Tchem	Serine/threonine-protein kinase D2	7508	
9930	Tchem	Serine/threonine-protein kinase D3	4977	
5588	Tchem	Serine/threonine-protein kinase DCLK1	6248	
3139	Tchem	Serine/threonine-protein kinase DCLK2	19499	
5424	Tchem	Serine/threonine-protein kinase DCLK3	19322	
7739	Tchem	Serine/threonine-protein kinase ICK	7468	
10261	Tchem	Serine/threonine-protein kinase LATS2	18245	
10680	Tchem	Serine/threonine-protein kinase MAK	19290	
10804	Tchem	Serine/threonine-protein kinase MARK1	16377	
10805	Tchem	Serine/threonine-protein kinase MARK2	1030	
11600	Tchem	Serine/threonine-protein kinase MRCK alpha	11486	
13023	Tchem	Serine/threonine-protein kinase N1	16587	
13183	Tchem	Serine/threonine-protein kinase N2	16590	
12842	Tchem	Serine/threonine-protein kinase N3	6135	
12170	Tchem	Serine/threonine-protein kinase Nek1	928	
12169	Tchem	Serine/threonine-protein kinase Nek10	8590	
12171	Tchem	Serine/threonine-protein kinase Nek2	9184	
11949	Tchem	Serine/threonine-protein kinase Nek5	7328	
11796	Tchem	Serine/threonine-protein kinase Nek6	3342	
12121	Tchem	Serine/threonine-protein kinase Nek7	15916	
12122	Tchem	Serine/threonine-protein kinase Nek9	16629	
11995	Tchem	Serine/threonine-protein kinase NLK	14701	
12484	Tchem	Serine/threonine-protein kinase PAK 1	19161	
9130	Tchem	Serine/threonine-protein kinase PAK 2	19210	
9131	Tchem	Serine/threonine-protein kinase PAK 3	11816	
12485	Tchem	Serine/threonine-protein kinase PAK 4	11972	
9308	Tchem	Serine/threonine-protein kinase PAK 5	16199	
12644	Tchem	Serine/threonine-protein kinase PAK 6	18671	
12998	Tchem	Serine/threonine-protein kinase pim-1	8794	
13060	Tchem	Serine/threonine-protein kinase pim-2	16210	
13120	Tchem	Serine/threonine-protein kinase pim-3	2024	
12836	Tchem	Serine/threonine-protein kinase PINK1, mitochondrial	4555	
12846	Tchem	Serine/threonine-protein kinase PLK1	3781	
12912	Tchem	Serine/threonine-protein kinase PLK2	4887	
13096	Tchem	Serine/threonine-protein kinase PLK3	10270	
13097	Tchem	Serine/threonine-protein kinase PLK4	12624	
13493	Tchem	Serine/threonine-protein kinase PRP4 homolog	2520	2520
634	Tchem	Serine/threonine-protein kinase receptor R3	3840	
14873	Tchem	Serine/threonine-protein kinase RIO1	2265	
14780	Tchem	Serine/threonine-protein kinase RIO3	13149	
15364	Tchem	Serine/threonine-protein kinase SBK1	18970	
15928	Tchem	Serine/threonine-protein kinase Sgk1	13093	
14347	Tchem	Serine/threonine-protein kinase Sgk3	13785	
14355	Tchem	Serine/threonine-protein kinase SIK1	10247	
14093	Tchem	Serine/threonine-protein kinase SIK2	8386	
14055	Tchem	Serine/threonine-protein kinase SIK3	3202	
16144	Tchem	Serine/threonine-protein kinase SMG1	1170	
16489	Tchem	Serine/threonine-protein kinase STK11	18486	18486
16943	Tchem	Serine/threonine-protein kinase TAO1	17383	
16669	Tchem	Serine/threonine-protein kinase TAO2	202	
16902	Tchem	Serine/threonine-protein kinase TAO3	11087	
17129	Tchem	Serine/threonine-protein kinase TBK1	3273	
17935	Tchem	Serine/threonine-protein kinase TNNI3K	15582	
17594	Tchem	Serine/threonine-protein kinase tousled-like 1	390	
17202	Tchem	Serine/threonine-protein kinase tousled-like 2	3631	
18487	Tchem	Serine/threonine-protein kinase ULK1	11173	
18519	Tchem	Serine/threonine-protein kinase ULK2	9454	
18574	Tchem	Serine/threonine-protein kinase ULK3	18871	
6430	Tchem	Serine/threonine-protein kinase/endoribonuclease IRE1	11614	
16	Tchem	Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform	5909	
365	Tchem	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit alpha isoform	16480	
13790	Tchem	Serine/threonine-protein phosphatase 2A activator	16721	
13319	Tchem	Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform	18475	
12923	Tchem	Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform	6682	
13274	Tchem	Serine/threonine-protein phosphatase 5	17749	
13237	Tchem	Serine/threonine-protein phosphatase PP1-alpha catalytic subunit	4248	
13360	Tchem	Serine/threonine-protein phosphatase PP1-gamma catalytic subunit	11662	
17644	Tchem	Serotransferrin	6245	
799	Tchem	Serum albumin	6197	
14250	Tchem	Sex hormone-binding globulin	18096	
15868	Tchem	SHC-transforming protein 1	17694	
14251	Tchem	SHC-transforming protein 2	4494	
17541	Tchem	Short transient receptor potential channel 3	1998	
18254	Tchem	Short transient receptor potential channel 5	23	23
18048	Tchem	Short transient receptor potential channel 6	17277	
14156	Tchem	Sialic acid-binding Ig-like lectin 7	16960	
12230	Tchem	Sialidase-4	1599	
16306	Tchem	Signal transducer and activator of transcription 1-alpha/beta	19978	
16031	Tchem	Signal transducer and activator of transcription 3	4400	
16422	Tchem	Signal transducer and activator of transcription 5A	19983	
16025	Tchem	Signal transducer and activator of transcription 5B	7541	
16636	Tchem	Signal transducer and activator of transcription 6	19984	
9914	Tchem	Small conductance calcium-activated potassium channel protein 1	11813	
9858	Tchem	Small conductance calcium-activated potassium channel protein 2	11415	
9641	Tchem	Small conductance calcium-activated potassium channel protein 3	17077	
16471	Tchem	Small ubiquitin-related modifier 2	10368	
5515	Tchem	Sn1-specific diacylglycerol lipase alpha	2539	
5547	Tchem	Sn1-specific diacylglycerol lipase beta	7218	
15776	Tchem	Sodium bicarbonate cotransporter 3	636	
15327	Tchem	Sodium- and chloride-dependent betaine transporter	7538	
14321	Tchem	Sodium- and chloride-dependent glycine transporter 1	7542	
15475	Tchem	Sodium- and chloride-dependent glycine transporter 2	2910	
15365	Tchem	Sodium- and chloride-dependent taurine transporter	19589	
12155	Tchem	Sodium-dependent phosphate transport protein 3	16489	
15695	Tchem	Sodium-dependent proline transporter	1139	
12253	Tchem	Sodium/bile acid cotransporter	1645	
11837	Tchem	Sodium/calcium exchanger 1	16755	
15713	Tchem	Sodium/glucose cotransporter 1	8232	
14199	Tchem	Sodium/hydrogen exchanger 1	14083	
14201	Tchem	Sodium/hydrogen exchanger 5	1052	
15628	Tchem	Sodium/myo-inositol cotransporter 2	268	268
15600	Tchem	Sodium/nucleoside cotransporter 2	7886	
15871	Tchem	Solute carrier family 12 member 5	11195	
15872	Tchem	Solute carrier family 13 member 5	5618	
15431	Tchem	Solute carrier family 15 member 1	8706	
3949	Tchem	Solute carrier family 2, facilitated glucose transporter member 1	9648	
3916	Tchem	Solute carrier family 2, facilitated glucose transporter member 2	9649	
3950	Tchem	Solute carrier family 2, facilitated glucose transporter member 3	9647	
4238	Tchem	Solute carrier family 2, facilitated glucose transporter member 4	7628	
4186	Tchem	Solute carrier family 2, facilitated glucose transporter member 5	12302	12302
4187	Tchem	Solute carrier family 2, facilitated glucose transporter member 9	18238	
15440	Tchem	Solute carrier family 22 member 1	9410	
15590	Tchem	Solute carrier family 22 member 16	1195	
15653	Tchem	Solute carrier family 22 member 2	9382	
15441	Tchem	Solute carrier family 22 member 3	13405	
15291	Tchem	Solute carrier family 22 member 4	8818	
15398	Tchem	Solute carrier family 22 member 5	6513	
15400	Tchem	Solute carrier family 22 member 9	6451	
15403	Tchem	Solute carrier family 23 member 2	17037	
15773	Tchem	Solute carrier family 40 member 1	14039	
16096	Tchem	Solute carrier organic anion transporter family member 1A2	12389	
16061	Tchem	Solute carrier organic anion transporter family member 1B1	602	
14291	Tchem	Solute carrier organic anion transporter family member 1B3	14289	
16097	Tchem	Solute carrier organic anion transporter family member 1C1	5271	
16098	Tchem	Solute carrier organic anion transporter family member 2A1	11798	
14292	Tchem	Solute carrier organic anion transporter family member 2B1	5678	
16099	Tchem	Solute carrier organic anion transporter family member 4A1	13883	
16149	Tchem	Somatostatin	6417	
15869	Tchem	Sonic hedgehog protein	15139	
5380	Tchem	Sorbitol dehydrogenase	4335	
16344	Tchem	Sortilin	17214	
16371	Tchem	Spermatogenesis-associated protein 5	7903	
16110	Tchem	Spermidine synthase	14003	
16243	Tchem	Spermine oxidase	1495	
16267	Tchem	Spermine synthase	4319	
12337	Tchem	Sphingomyelin phosphodiesterase 2	18235	
15754	Tchem	Sphingosine 1-phosphate receptor 2	14081	
16379	Tchem	Sphingosine kinase 1	5253	
16069	Tchem	Sphingosine kinase 2	19330	
14147	Tchem	Sphingosine-1-phosphate lyase 1	19561	
14341	Tchem	Splicing factor 3B subunit 3	14869	
16571	Tchem	SPRY domain-containing SOCS box protein 2		3175
6136	Tchem	Squalene monooxygenase	18594	
6734	Tchem	Squalene synthase	6915	
16190	Tchem	SRC kinase signaling inhibitor 1	18178	
16215	Tchem	SRSF protein kinase 1	5251	
16579	Tchem	SRSF protein kinase 2	17635	
16138	Tchem	SRSF protein kinase 3	4197	
16028	Tchem	StAR-related lipid transfer protein 7, mitochondrial	19388	
14208	Tchem	STE20-like serine/threonine-protein kinase	11051	
15806	Tchem	Stearoyl-CoA desaturase 5	18285	
6645	Tchem	Steroid hormone receptor ERR1	11314	
6106	Tchem	Steroid hormone receptor ERR2	2514	
16488	Tchem	Steroidogenic factor 1	18367	
5107	Tchem	Sterol 26-hydroxylase, mitochondrial	19856	
14125	Tchem	Sterol O-acyltransferase 1	10552	
14295	Tchem	Sterol O-acyltransferase 2	11845	
16077	Tchem	Sterol regulatory element-binding protein 2	4309	
16038	Tchem	Steryl-sulfatase	16251	
16309	Tchem	Stromal interaction molecule 1	2746	
11413	Tchem	Stromelysin-1	13453	
8414	Tchem	Stromelysin-2	11573	
8415	Tchem	Stromelysin-3	9157	
12057	Tchem	Substance-K receptor	12375	
15851	Tchem	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial	15815	
16610	Tchem	Sucrase-isomaltase, intestinal	4360	
16301	Tchem	Sulfotransferase 1A1	6978	
16405	Tchem	Sulfotransferase 1A2	6976	
16302	Tchem	Sulfotransferase 1A3	6791	
16454	Tchem	Sulfotransferase 1C2	12025	
16020	Tchem	Sulfotransferase family cytosolic 2B member 1	13651	
16404	Tchem	Suppressor of tumorigenicity 14 protein	112	
16146	Tchem	Survival motor neuron protein	15766	
16330	Tchem	Synaptosomal-associated protein 25	13278	
16088	Tchem	Synphilin-1	738	
2406	Tchem	T-cell differentiation antigen CD6	18802	
2446	Tchem	T-cell surface glycoprotein CD4	10089	
2687	Tchem	T-cell-specific surface glycoprotein CD28	12333	
17150	Tchem	T-lymphoma invasion and metastasis-inducing protein 1	19828	
17198	Tchem	Tachykinin-3	3045	
17677	Tchem	Tankyrase-1	14836	
17678	Tchem	Tankyrase-2	11088	
16899	Tchem	TAR DNA-binding protein 43	19141	
18029	Tchem	Targeting protein for Xklp2	5186	
18255	Tchem	Taste receptor type 1 member 2	16108	
16850	Tchem	Taste receptor type 2 member 4	5593	
16846	Tchem	Taste receptor type 2 member 41	11587	
16848	Tchem	Taste receptor type 2 member 60	11521	
18076	Tchem	Tau-tubulin kinase 1	3911	
17160	Tchem	Telomerase reverse transcriptase	13019	
17108	Tchem	Telomeric repeat-binding factor 2-interacting protein 1	5267	
18338	Tchem	Testis-specific serine/threonine-protein kinase 1	4397	
18236	Tchem	Testis-specific serine/threonine-protein kinase 6	4392	
5443	Tchem	Testosterone 17-beta-dehydrogenase 3	3922	
17423	Tchem	TGF-beta receptor type-1	11622	
17325	Tchem	TGF-beta receptor type-2	4327	
17557	Tchem	Thiopurine S-methyltransferase	6893	
20082	Tchem	Thioredoxin	13216	
18336	Tchem	Thioredoxin reductase 2, mitochondrial	15220	
18049	Tchem	Thioredoxin reductase 3	2287	
16884	Tchem	Threonine--tRNA ligase, cytoplasmic	7611	
17524	Tchem	Thrombopoietin	179	
17174	Tchem	Thromboxane-A synthase	8320	
9672	Tchem	Thymidine kinase 2, mitochondrial	12941	
10202	Tchem	Thymidine kinase, cytosolic	18518	
8305	Tchem	Thyroxine 5-deiodinase	15690	
17271	Tchem	Thyroxine-binding globulin	18230	
7001	Tchem	Tissue alpha-L-fucosidase	17715	
17422	Tchem	Tissue factor	9838	
17305	Tchem	Toll-like receptor 2	18939	
17500	Tchem	Toll-like receptor 3	8437	
17306	Tchem	Toll-like receptor 4	13643	
17435	Tchem	Toll-like receptor 5	18942	
17204	Tchem	Toll-like receptor 8	18773	
17464	Tchem	TRAF2 and NCK-interacting protein kinase	1403	
16082	Tchem	Transcription activator BRG1	7072	
8130	Tchem	Transcription factor AP-1	17321	
5988	Tchem	Transcription factor E2F1	19971	
10975	Tchem	Transcription factor MafK	18788	
17269	Tchem	Transcription factor p65	13418	
14304	Tchem	Transcription factor Sp1	10353	
17391	Tchem	Transcription initiation factor IIA subunit 1	3903	
17086	Tchem	Transcription initiation factor TFIID subunit 1-like	8911	
17428	Tchem	Transcription intermediary factor 1-alpha	6740	
17278	Tchem	Transcription intermediary factor 1-beta	18333	
6177	Tchem	Transcriptional regulator ERG	*	
17296	Tchem	Transforming growth factor beta-1	4365	
17324	Tchem	Transforming growth factor beta-2	11675	
17168	Tchem	Transforming growth factor beta-3	13033	
18305	Tchem	Transient receptor potential cation channel subfamily M member 2	1664	
18216	Tchem	Transient receptor potential cation channel subfamily M member 4	16566	
17576	Tchem	Transient receptor potential cation channel subfamily M member 5	5110	
18217	Tchem	Transient receptor potential cation channel subfamily M member 6	5020	
17577	Tchem	Transient receptor potential cation channel subfamily M member 7	466	
18219	Tchem	Transient receptor potential cation channel subfamily V member 2	414	
18193	Tchem	Transient receptor potential cation channel subfamily V member 3	9751	
17578	Tchem	Transient receptor potential cation channel subfamily V member 4	3305	
18195	Tchem	Transient receptor potential cation channel subfamily V member 6	11457	
17319	Tchem	Transitional endoplasmic reticulum ATPase	15691	
17915	Tchem	Transketolase	16999	
18410	Tchem	Translocator protein	18069	
17453	Tchem	Transmembrane domain-containing protein TMIGD3	6531	
3795	Tchem	Transmembrane glycoprotein NMB	1093	
9479	Tchem	Transmembrane prolyl 4-hydroxylase	845	
17210	Tchem	Transmembrane protease serine 11D	16225	
17671	Tchem	Transmembrane protease serine 2	10003	
17383	Tchem	Transmembrane protease serine 6	7863	
17642	Tchem	Trehalase	4794	
13768	Tchem	Trifunctional purine biosynthetic protein adenosine-3	11206	
17769	Tchem	Tripeptidyl-peptidase 2	19294	
18024	Tchem	Trophoblast glycoprotein	1647	
17250	Tchem	Troponin C, skeletal muscle	7065	
17405	Tchem	Troponin T, cardiac muscle	13802	13802
17881	Tchem	Troponin T, fast skeletal muscle	13800	13800
18221	Tchem	Trypsin-2	16747	16747
18050	Tchem	Trypsin-3	9230	
17545	Tchem	Tryptase delta	7548	
18052	Tchem	Tryptase gamma	18167	
16843	Tchem	Tryptophan 2,3-dioxygenase	11120	
17691	Tchem	Tryptophan 5-hydroxylase 2	6365	
16906	Tchem	Tubulin alpha-1A chain	7971	7971
17094	Tchem	Tubulin alpha-1B chain	15801	15801
17095	Tchem	Tubulin alpha-1C chain	17493	17493
16907	Tchem	Tubulin alpha-3C/D chain	193	193
17119	Tchem	Tubulin alpha-3E chain	15094	15094
16965	Tchem	Tubulin alpha-4A chain	15857	15857
17096	Tchem	Tubulin beta-8 chain-like protein LOC260334	15545	
18122	Tchem	Tubulin--tyrosine ligase	9195	
17875	Tchem	Tumor necrosis factor ligand superfamily member 14	4023	
17933	Tchem	Tumor necrosis factor ligand superfamily member 4	11734	
17404	Tchem	Tumor necrosis factor ligand superfamily member 6	7453	
17599	Tchem	Tumor necrosis factor receptor superfamily member 10A	13554	
18030	Tchem	Tumor necrosis factor receptor superfamily member 10B	13073	
17633	Tchem	Tumor necrosis factor receptor superfamily member 16	11005	
17408	Tchem	Tumor necrosis factor receptor superfamily member 1A	16803	
17679	Tchem	Tumor necrosis factor receptor superfamily member 1B	16190	
17410	Tchem	Tumor necrosis factor receptor superfamily member 5	8807	
8278	Tchem	Type II iodothyronine deiodinase	12642	
453	Tchem	Type-2 angiotensin II receptor	4605	
16722	Tchem	Tyrosine--tRNA ligase, cytoplasmic	2481	
1462	Tchem	Tyrosine-protein kinase Blk	4306	
5039	Tchem	Tyrosine-protein kinase CSK	2544	
6497	Tchem	Tyrosine-protein kinase Fer	52	
6535	Tchem	Tyrosine-protein kinase Fes/Fps	16074	
6929	Tchem	Tyrosine-protein kinase Fgr	12285	
3500	Tchem	Tyrosine-protein kinase FRK	3628	
11197	Tchem	Tyrosine-protein kinase Mer	3869	
17586	Tchem	Tyrosine-protein kinase receptor Tie-1	11509	
18205	Tchem	Tyrosine-protein kinase receptor TYRO3	11337	
18570	Tchem	Tyrosine-protein kinase receptor UFO	18079	
16414	Tchem	Tyrosine-protein kinase Srms	10819	
10029	Tchem	Tyrosine-protein kinase SYK	19353	
17111	Tchem	Tyrosine-protein kinase Tec	3619	
18341	Tchem	Tyrosine-protein kinase TXK	3622	
18826	Tchem	Tyrosine-protein kinase ZAP-70	19352	
13598	Tchem	Tyrosine-protein phosphatase non-receptor type 1	16198	
13474	Tchem	Tyrosine-protein phosphatase non-receptor type 11	7997	
13718	Tchem	Tyrosine-protein phosphatase non-receptor type 12	10894	
13577	Tchem	Tyrosine-protein phosphatase non-receptor type 13	7693	
13600	Tchem	Tyrosine-protein phosphatase non-receptor type 2	3060	
13789	Tchem	Tyrosine-protein phosphatase non-receptor type 22	3150	
13451	Tchem	Tyrosine-protein phosphatase non-receptor type 5	154	
13743	Tchem	Tyrosine-protein phosphatase non-receptor type 6	17697	
13601	Tchem	Tyrosine-protein phosphatase non-receptor type 7	8092	
13580	Tchem	Tyrosine-protein phosphatase non-receptor type 9	15085	
18162	Tchem	Tyrosyl-DNA phosphodiesterase 1	2121	
18342	Tchem	Tyrosyl-DNA phosphodiesterase 2	16909	
13435	Tchem	U4/U6 small nuclear ribonucleoprotein Prp4	1184	
18549	Tchem	Ubiquitin carboxyl-terminal hydrolase 1	1750	
18104	Tchem	Ubiquitin carboxyl-terminal hydrolase 10	17430	
18536	Tchem	Ubiquitin carboxyl-terminal hydrolase 13	11898	
18359	Tchem	Ubiquitin carboxyl-terminal hydrolase 20	3195	
18557	Tchem	Ubiquitin carboxyl-terminal hydrolase 47	19970	
18560	Tchem	Ubiquitin carboxyl-terminal hydrolase 7	6170	
18367	Tchem	Ubiquitin carboxyl-terminal hydrolase 8	7069	
18511	Tchem	Ubiquitin carboxyl-terminal hydrolase isozyme L1	12429	
18445	Tchem	Ubiquitin carboxyl-terminal hydrolase isozyme L3	915	
18172	Tchem	Ubiquitin-conjugating enzyme E2 N	6368	
18460	Tchem	Ubiquitin-like domain-containing CTD phosphatase 1	1325	
18170	Tchem	Ubiquitin-like modifier-activating enzyme 5	14632	
18437	Tchem	Ubiquitin-like modifier-activating enzyme 6	7999	
15312	Tchem	UDP-galactose translocator	17470	
3573	Tchem	UDP-glucose 4-epimerase	19906	
18513	Tchem	UDP-glucuronosyltransferase 1-4	10378	
18514	Tchem	UDP-glucuronosyltransferase 2A1	1022	
18939	Tchem	UDP-glucuronosyltransferase 2B10	8326	
18545	Tchem	UDP-glucuronosyltransferase 2B15	17	
18543	Tchem	UDP-glucuronosyltransferase 2B7	1272	
8913	Tchem	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit	9318	
4573	Tchem	Uncharacterized protein CSNK1G2-AS1	6610	
15710	Tchem	Uncharacterized serine/threonine-protein kinase SBK3	13269	
3972	Tchem	Uracil nucleotide/cysteinyl leukotriene receptor	17725	17725
18687	Tchem	Urea transporter 1	17817	
18482	Tchem	Uridine phosphorylase 1	14518	
18478	Tchem	Urokinase plasminogen activator surface receptor	15071	
18602	Tchem	Urokinase-type plasminogen activator	11381	
7382	Tchem	Uroporphyrinogen-III synthase	12331	
18693	Tchem	Urotensin-2 receptor	117	
18705	Tchem	V-type proton ATPase subunit B, kidney isoform	1350	
19033	Tchem	V-type proton ATPase subunit S1	17092	
19205	Tchem	Vacuolar protein sorting-associated protein 35	1390	
16744	Tchem	Valine--tRNA ligase	7603	
18644	Tchem	Vascular cell adhesion protein 1	16083	
18945	Tchem	Vasoactive intestinal polypeptide receptor 1	12726	
18946	Tchem	Vasoactive intestinal polypeptide receptor 2	1726	
12415	Tchem	Vesicle-fusing ATPase	10859	
18592	Tchem	Vesicular acetylcholine transporter	16698	
18953	Tchem	Vitamin D-binding protein	6261	6261
13527	Tchem	Vitamin K-dependent protein C	17744	
19076	Tchem	Voltage-dependent anion-selective channel protein 2	14553	
2299	Tchem	Voltage-dependent calcium channel gamma-1 subunit	10710	
2173	Tchem	Voltage-dependent calcium channel gamma-2 subunit	320	320
2787	Tchem	Voltage-dependent calcium channel gamma-3 subunit	16880	
2788	Tchem	Voltage-dependent calcium channel gamma-5 subunit	19413	
2174	Tchem	Voltage-dependent calcium channel gamma-6 subunit	4472	
2599	Tchem	Voltage-dependent calcium channel gamma-7 subunit	8678	
2300	Tchem	Voltage-dependent calcium channel gamma-8 subunit	482	
1762	Tchem	Voltage-dependent calcium channel subunit alpha-2/delta-3	8537	
1714	Tchem	Voltage-dependent calcium channel subunit alpha-2/delta-4	10931	
1858	Tchem	Voltage-dependent L-type calcium channel subunit alpha-1F	17216	
1671	Tchem	Voltage-dependent L-type calcium channel subunit beta-1	17573	
1720	Tchem	Voltage-dependent L-type calcium channel subunit beta-2	6508	6508
2131	Tchem	Voltage-dependent L-type calcium channel subunit beta-3	19939	
1859	Tchem	Voltage-dependent L-type calcium channel subunit beta-4	11924	11924
1669	Tchem	Voltage-dependent P/Q-type calcium channel subunit alpha-1A	15633	
9753	Tchem	Voltage-gated potassium channel subunit beta-1	3517	3517
18626	Tchem	Von Hippel-Lindau disease tumor suppressor	1106	
19253	Tchem	WD repeat-containing protein 5	10382	
19115	Tchem	Wee1-like protein kinase	20034	
19055	Tchem	X-box-binding protein 1	452	
19265	Tchem	Xaa-Pro aminopeptidase 2	7773	
12745	Tchem	Xaa-Pro dipeptidase	10592	
19493	Tchem	Zinc finger protein 40	7230	
7168	Tchem	Zinc finger protein GLI1	10844	
7221	Tchem	Zinc finger protein GLI2	8648	
19859	Tchem	Zinc-activated ligand-gated ion channel	16685	16685
17	Tclin	3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 2	4418	4418
7518	Tclin	3-hydroxy-3-methylglutaryl-coenzyme A reductase	19672	
15671	Tclin	3-oxo-5-alpha-steroid 4-dehydrogenase 1	14643	
15326	Tclin	3-oxo-5-alpha-steroid 4-dehydrogenase 2	14434	
3609	Tclin	4-aminobutyrate aminotransferase, mitochondrial	19338	19338
7750	Tclin	4-hydroxyphenylpyruvate dioxygenase	19351	
288	Tclin	5-hydroxytryptamine receptor 1A	14230	
376	Tclin	5-hydroxytryptamine receptor 1B	18046	
87	Tclin	5-hydroxytryptamine receptor 1D	18048	
377	Tclin	5-hydroxytryptamine receptor 2A	18047	
378	Tclin	5-hydroxytryptamine receptor 2B	1689	
242	Tclin	5-hydroxytryptamine receptor 2C	1835	
89	Tclin	5-hydroxytryptamine receptor 3A	8475	
291	Tclin	5-hydroxytryptamine receptor 4	1618	
20	Tclin	5-hydroxytryptamine receptor 7	15993	
163	Tclin	Acetylcholine receptor subunit alpha	6367	
187	Tclin	Acetylcholine receptor subunit beta	8344	
78	Tclin	Acetylcholine receptor subunit delta	6124	
610	Tclin	Acetylcholine receptor subunit epsilon	14346	
229	Tclin	Acetylcholine receptor subunit gamma	16250	16250
77	Tclin	Acetylcholinesterase	10587	
541	Tclin	Acyl carrier protein, mitochondrial	10127	
403	Tclin	Adenosine deaminase	11704	
61	Tclin	Adenosine receptor A1	18058	
102	Tclin	Adenosine receptor A2a	20078	
609	Tclin	Adenosine receptor A2b	20080	
2689	Tclin	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1	4112	
616	Tclin	Adrenocorticotropic hormone receptor	402	
642	Tclin	Alcohol dehydrogenase 1A	16050	
643	Tclin	Alcohol dehydrogenase 1B	9266	
644	Tclin	Alcohol dehydrogenase 1C	9269	
843	Tclin	Aldehyde dehydrogenase, mitochondrial	15388	
462	Tclin	Aldose reductase	2887	
847	Tclin	ALK tyrosine kinase receptor	5300	
195	Tclin	Alpha-1A adrenergic receptor	8637	
262	Tclin	Alpha-1B adrenergic receptor	8574	
636	Tclin	Alpha-1D adrenergic receptor	4345	
873	Tclin	Alpha-2A adrenergic receptor	14177	
399	Tclin	Alpha-2B adrenergic receptor	15745	
400	Tclin	Alpha-2C adrenergic receptor	18256	
647	Tclin	Alpha-galactosidase A	14566	
13760	Tclin	Amidophosphoribosyltransferase	11484	
